a,b,freq_a,freq_b,context_cosine,same_remainder_after_2,same_prefix_2,glyph_len_diff,common_suffix_units,same_hidden_plaintext
opchedaiin,tdy,22,32,0.9231356818905264,0,0,6,0,0
opchedaiin,ychy,22,21,0.8968316246987633,0,0,6,0,0
opchedaiin,otey,22,31,0.9181881295329521,0,0,5,0,0
opchedaiin,qotaiin,22,92,0.933957746666925,0,0,2,4,0
opchedaiin,olkain,22,83,0.9226125245550794,0,0,3,2,0
opchedaiin,okey,22,27,0.9078226018502767,0,0,5,0,0
opchedaiin,kaiin,22,22,0.8868849405070591,0,0,4,4,0
opchedaiin,ky,22,30,0.8806683453943205,0,0,7,0,0
opchedaiin,qokchy,22,75,0.9513079241086732,0,0,4,0,0
opchedaiin,daryeey,22,20,0.765885455201672,0,0,2,0,0
opchedaiin,olkedy,22,35,0.9051123269706772,0,0,3,0,0
opchedaiin,qokol,22,106,0.8934754817847365,0,0,4,0,0
opchedaiin,shody,22,44,0.8355044182110838,0,0,5,0,0
opchedaiin,olkar,22,63,0.9564677927826887,0,0,4,0,0
opchedaiin,qotchy,22,20,0.7645528515426075,0,0,4,0,0
opchedaiin,taiin,22,49,0.9052888190738045,0,0,4,4,0
opchedaiin,sham,22,21,0.8620703852607454,0,0,6,0,0
opchedaiin,sar,22,43,0.9329484938259038,0,0,6,0,0
opchedaiin,lchaiin,22,24,0.935418829728266,0,0,3,4,0
opchedaiin,qoy,22,22,0.8812113540158762,0,0,6,0,0
opchedaiin,shes,22,22,0.8188663519564949,0,0,6,0,0
opchedaiin,okchey,22,32,0.9342364806849351,0,0,4,0,0
opchedaiin,oleedy,22,26,0.8976677856624627,0,0,3,0,0
opchedaiin,ody,22,28,0.9225665526474645,0,0,6,0,0
opchedaiin,ykar,22,21,0.8022462426315409,0,0,5,0,0
opchedaiin,dleo,22,22,0.8254256516185561,0,0,5,0,0
opchedaiin,dleeol,22,22,0.8918926049863544,0,0,3,0,0
opchedaiin,qokeor,22,20,0.8738711261107156,0,0,3,0,0
opchedaiin,olkchdy,22,21,0.8828295892956408,0,0,3,0,0
opchedaiin,chal,22,29,0.8115942028985508,0,0,6,0,0
opchedaiin,tchaiin,22,21,0.8752963166201106,0,0,3,4,0
opchedaiin,qokeody,22,21,0.8842835155869254,0,0,2,0,0
opchedaiin,ldy,22,21,0.881743562126089,0,0,6,0,0
opchedaiin,laiin,22,37,0.9038341400114948,0,0,4,4,0
opchedaiin,schdy,22,21,0.9094159120125513,0,0,5,0,0
opchedaiin,sheckhy,22,39,0.9315509864738583,0,0,5,0,0
opchedaiin,cheeor,22,26,0.851433857399722,0,0,4,0,0
opchedaiin,otedal,22,22,0.8555433426448613,0,0,3,0,0
opchedaiin,lsy,22,22,0.9118633123505895,0,0,6,0,0
opchedaiin,qoko,22,24,0.766619949470751,0,0,5,0,0
opchedaiin,ytody,22,21,0.9115942851876319,0,0,4,0,0
opchedaiin,chody,22,23,0.9003674844563686,0,0,5,0,0
opchedaiin,kchy,22,24,0.9143637229169589,0,0,6,0,1
opchedaiin,ykal,22,24,0.8562815250055767,0,0,5,0,0
opchedaiin,lsedy,22,28,0.8967053817706041,0,0,4,0,0
opchedaiin,to,22,24,0.8785882539782276,0,0,7,0,0
opchedaiin,pchdy,22,30,0.8977604593359629,0,0,5,0,0
opchedaiin,qoeedy,22,23,0.9151985976853646,0,0,3,0,0
opchedaiin,otor,22,20,0.880635617844197,0,0,5,0,0
qoteedy,qoky,99,149,0.9610573689630895,0,1,3,1,0
qoteedy,oky,99,75,0.9334695886690592,0,0,4,1,0
qoteedy,kody,99,21,0.8888274210425571,0,0,3,2,0
qoteedy,sheey,99,211,0.9731680021551654,0,0,3,1,0
qoteedy,dam,99,81,0.9560224119200044,0,0,4,0,0
qoteedy,oteedy,99,189,0.9743326396531246,0,0,1,6,1
qoteedy,olkeedy,99,96,0.9398776519837175,0,0,0,4,1
qoteedy,dleey,99,51,0.9062286976694063,0,0,2,1,0
qoteedy,shor,99,45,0.9597064875258606,0,0,4,0,0
qoteedy,qokaiin,99,504,0.966203736054326,0,1,0,0,0
qoteedy,olkal,99,50,0.9450359317305986,0,0,2,0,0
qoteedy,chs,99,34,0.9206310413426155,0,0,5,0,0
qoteedy,okeey,99,173,0.9712460539525384,0,0,2,1,0
qoteedy,kd,99,24,0.9156917035433402,0,0,5,0,0
qoteedy,lchey,99,57,0.9158502823585793,0,0,3,1,0
qoteedy,chol,99,136,0.9602819097918512,0,0,4,0,0
qoteedy,qotedy,99,142,0.9585778746467206,0,1,1,3,0
qoteedy,oteey,99,169,0.9738389375966302,0,0,2,1,0
qoteedy,cheol,99,107,0.9540528443849429,0,0,3,0,0
qoteedy,okol,99,39,0.923478391651323,0,0,3,0,0
qoteedy,lkar,99,20,0.8219272654264096,0,0,3,0,0
qoteedy,otchdy,99,44,0.9433172685548558,0,0,2,2,0
qoteedy,qotain,99,94,0.9471683889141017,0,1,1,0,0
qoteedy,lchedy,99,177,0.962191823508213,0,0,2,3,0
qoteedy,daiin,99,462,0.9721236822669054,0,0,2,0,0
qoteedy,aiin,99,327,0.9299946665759691,0,0,3,0,0
qoteedy,dal,99,174,0.9528418197141261,0,0,4,0,0
qoteedy,or,99,253,0.9440444999967774,0,0,5,0,0
qoteedy,otar,99,139,0.9528261900140114,0,0,3,0,0
qoteedy,araiin,99,21,0.9147512277045046,0,0,1,0,0
qoteedy,shar,99,33,0.9271957035727612,0,0,4,0,0
qoteedy,aredy,99,27,0.9534885825738542,0,0,2,3,0
qoteedy,tor,99,25,0.9376314669210649,0,0,4,0,0
qoteedy,kal,99,50,0.9473808645229428,0,0,4,0,0
qoteedy,olky,99,34,0.9444785245071478,0,0,3,1,0
qoteedy,shol,99,172,0.972815298670811,0,0,4,0,0
qoteedy,otody,99,26,0.8982953824709535,0,0,2,2,0
qoteedy,ofeey,99,23,0.820927339256106,0,0,2,1,0
qoteedy,qokey,99,76,0.9576438472859992,0,1,2,1,0
qoteedy,pcheey,99,22,0.8038732425545515,0,0,2,1,0
qoteedy,chdaiin,99,33,0.9339984969508438,0,0,1,0,0
qoteedy,otal,99,97,0.9737112755626064,0,0,3,0,0
qoteedy,air,99,59,0.9393626810192245,0,0,4,0,0
qoteedy,qokeo,99,20,0.8895681754848848,0,1,2,0,0
qoteedy,ytedy,99,23,0.8987448175592014,0,0,2,3,0
qoteedy,ain,99,145,0.9472224689576964,0,0,4,0,0
qoteedy,qotal,99,46,0.9240585672051357,0,1,2,0,0
qoteedy,dair,99,89,0.9626320235102308,0,0,3,0,0
qoteedy,qokor,99,45,0.9639829093473645,0,1,2,0,0
qoteedy,chdy,99,244,0.9539307297284113,0,0,4,2,0
qoteedy,olkaiin,99,112,0.9373067208799747,0,0,0,0,0
qoteedy,okchy,99,33,0.9304945880814501,0,0,3,1,0
qoteedy,olchedy,99,22,0.9363473186011705,0,0,1,3,0
qoteedy,okedy,99,121,0.9704444680545363,0,0,2,3,0
qoteedy,otchy,99,36,0.9315504551843008,0,0,3,1,0
qoteedy,lkaiin,99,102,0.9719266772827317,0,0,1,0,0
qoteedy,qokchedy,99,58,0.928424608256296,0,1,0,3,0
qoteedy,cthdy,99,33,0.9419524984061253,0,0,4,2,0
qoteedy,otchey,99,27,0.8812724817276207,0,0,2,1,0
qoteedy,oddy,99,26,0.8885811942642162,0,0,3,2,0
qoteedy,chy,99,43,0.9583835018284046,0,0,5,1,0
qoteedy,char,99,32,0.907535493340577,0,0,4,0,0
qoteedy,cheedy,99,73,0.9536458603861682,0,0,2,4,0
qoteedy,qoteey,99,92,0.9563707195713177,0,1,1,1,0
qoteedy,tedy,99,38,0.9047103318072586,0,0,3,3,0
qoteedy,lkdy,99,26,0.8483230117942498,0,0,3,2,0
qoteedy,lkedy,99,20,0.9340218534693707,0,0,2,3,0
qoteedy,opchdy,99,23,0.9409545641053613,0,0,2,2,0
qoteedy,okor,99,25,0.9194079913613398,0,0,3,0,0
qoteedy,lkain,99,63,0.95980562832082,0,0,2,0,0
qoteedy,olkeey,99,94,0.9419897522196864,0,0,1,1,0
qoteedy,qokal,99,215,0.9723208008529679,0,1,2,0,0
qoteedy,chckhey,99,45,0.9312756984161374,0,0,3,1,0
qoteedy,otol,99,40,0.8894608722341185,0,0,3,0,0
qoteedy,qoty,99,21,0.9246270491761306,0,1,3,1,0
qoteedy,kar,99,55,0.9540496556999831,0,0,4,0,0
qoteedy,oty,99,68,0.9232600783872964,0,0,4,1,0
qoteedy,tdy,99,32,0.9640639637706281,0,0,4,2,0
qoteedy,ychy,99,21,0.9109723124468088,0,0,4,1,0
qoteedy,otey,99,31,0.9306919430664683,0,0,3,1,0
qoteedy,qotaiin,99,92,0.9604891048433062,0,1,0,0,0
qoteedy,olkain,99,83,0.9423521085983899,0,0,1,0,0
qoteedy,okey,99,27,0.937061767675413,0,0,3,1,0
qoteedy,kaiin,99,22,0.90628483993566,0,0,2,0,0
qoteedy,ky,99,30,0.8909091785103537,0,0,5,1,0
qoteedy,qokchy,99,75,0.962034016372166,0,1,2,1,0
qoteedy,daryeey,99,20,0.7764916815998336,0,0,0,1,0
qoteedy,olkedy,99,35,0.9010437400319643,0,0,1,3,0
qoteedy,qokol,99,106,0.9090503590033392,0,1,2,0,0
qoteedy,shody,99,44,0.8293308796906809,0,0,3,2,0
qoteedy,olkar,99,63,0.9645353144876878,0,0,2,0,0
qoteedy,qotchy,99,20,0.7463478740289325,0,1,2,1,0
qoteedy,taiin,99,49,0.9348108635842953,0,0,2,0,0
qoteedy,sham,99,21,0.8865152522049494,0,0,4,0,0
qoteedy,sar,99,43,0.9488905653346285,0,0,4,0,0
qoteedy,lchaiin,99,24,0.959794770824155,0,0,1,0,0
qoteedy,qoy,99,22,0.9119901026970835,0,1,4,1,0
qoteedy,shes,99,22,0.8503767060773596,0,0,4,0,0
qoteedy,okchey,99,32,0.9531269956107232,0,0,2,1,0
qoteedy,oleedy,99,26,0.9206928941120869,0,0,1,4,0
qoteedy,ody,99,28,0.9441200407448491,0,0,4,2,0
qoteedy,ykar,99,21,0.8113330408602187,0,0,3,0,0
qoteedy,dleo,99,22,0.8465249662796522,0,0,3,0,0
qoteedy,dleeol,99,22,0.9249880941531852,0,0,1,0,0
qoteedy,qokeor,99,20,0.8695218944009823,0,1,1,0,0
qoteedy,olkchdy,99,21,0.8795903248549339,0,0,1,2,0
qoteedy,chal,99,29,0.8091865654963838,0,0,4,0,0
qoteedy,tchaiin,99,21,0.8971309229916639,0,0,1,0,0
qoteedy,qokeody,99,21,0.9172279303755728,0,1,0,2,0
qoteedy,ldy,99,21,0.8870978425954552,0,0,4,2,0
qoteedy,laiin,99,37,0.9430863057237562,0,0,2,0,0
qoteedy,schdy,99,21,0.9177974114258283,0,0,3,2,0
qoteedy,sheckhy,99,39,0.953135710678921,0,0,3,1,0
qoteedy,cheeor,99,26,0.847484457342642,0,0,2,0,0
qoteedy,otedal,99,22,0.8920317153258319,0,0,1,0,0
qoteedy,lsy,99,22,0.9393952914238366,0,0,4,1,0
qoteedy,qoko,99,24,0.815979273847379,0,1,3,0,0
qoteedy,ytody,99,21,0.9219258873459687,0,0,2,2,0
qoteedy,chody,99,23,0.9231280673229151,0,0,3,2,0
qoteedy,kchy,99,24,0.9156930787521179,0,0,4,1,0
qoteedy,ykal,99,24,0.8842600867570539,0,0,3,0,0
qoteedy,lsedy,99,28,0.915128821738612,0,0,2,3,0
qoteedy,to,99,24,0.8663321360187726,0,0,5,0,0
qoteedy,pchdy,99,30,0.912421074254923,0,0,3,2,0
qoteedy,qoeedy,99,23,0.9375168369481549,0,1,1,4,0
qoteedy,otor,99,20,0.9187001635206177,0,0,3,0,0
qoky,oky,149,75,0.9588901398037143,0,0,1,3,1
qoky,kody,149,21,0.9067850924178167,0,0,0,1,0
qoky,sheey,149,211,0.972428110936166,0,0,0,1,0
qoky,dam,149,81,0.9528854674615972,0,0,1,0,0
qoky,oteedy,149,189,0.9687146849308094,0,0,2,1,0
qoky,olkeedy,149,96,0.9476592983574853,0,0,3,1,0
qoky,dleey,149,51,0.9285921766466925,0,0,1,1,0
qoky,shor,149,45,0.9592463054891789,0,0,1,0,0
qoky,qokaiin,149,504,0.9739483287424324,0,1,3,0,0
qoky,olkal,149,50,0.9590480701629358,0,0,1,0,0
qoky,chs,149,34,0.9340056925231484,0,0,2,0,0
qoky,okeey,149,173,0.9572365860237505,0,0,1,1,0
qoky,kd,149,24,0.9282738550768292,0,0,2,0,0
qoky,lchey,149,57,0.932979163356639,0,0,0,1,0
qoky,chol,149,136,0.9661306792674056,0,0,1,0,0
qoky,qotedy,149,142,0.9603068923317126,0,1,2,1,0
qoky,oteey,149,169,0.9702645823941835,0,0,1,1,0
qoky,cheol,149,107,0.961934756100252,0,0,0,0,0
qoky,okol,149,39,0.9171396221844222,0,0,0,0,0
qoky,lkar,149,20,0.851452925981355,0,0,0,0,0
qoky,otchdy,149,44,0.9349866076785902,0,0,1,1,0
qoky,qotain,149,94,0.9608372889812156,0,1,2,0,0
qoky,lchedy,149,177,0.9661648067896897,0,0,1,1,0
qoky,daiin,149,462,0.9697600741209856,0,0,1,0,0
qoky,aiin,149,327,0.954366711897421,0,0,0,0,0
qoky,dal,149,174,0.9558447217401937,0,0,1,0,0
qoky,or,149,253,0.9573633911893944,0,0,2,0,0
qoky,otar,149,139,0.9525938759987712,0,0,0,0,0
qoky,araiin,149,21,0.9221114333152939,0,0,2,0,0
qoky,shar,149,33,0.9329879102645993,0,0,1,0,0
qoky,aredy,149,27,0.9363948794615539,0,0,1,1,0
qoky,tor,149,25,0.9050745824500194,0,0,1,0,0
qoky,kal,149,50,0.9569151427027153,0,0,1,0,0
qoky,olky,149,34,0.9543989938784677,1,0,0,2,1
qoky,shol,149,172,0.9660285009171427,0,0,1,0,0
qoky,otody,149,26,0.906120170751739,0,0,1,1,0
qoky,ofeey,149,23,0.8432299859565915,0,0,1,1,0
qoky,qokey,149,76,0.9555749566262979,0,1,1,1,0
qoky,pcheey,149,22,0.8429065847123114,0,0,1,1,0
qoky,chdaiin,149,33,0.9336820807864061,0,0,2,0,0
qoky,otal,149,97,0.9608076927564897,0,0,0,0,0
qoky,air,149,59,0.9432162755845698,0,0,1,0,0
qoky,qokeo,149,20,0.914318246438535,0,1,1,0,0
qoky,ytedy,149,23,0.8729600746485757,0,0,1,1,0
qoky,ain,149,145,0.9612270336634244,0,0,1,0,0
qoky,qotal,149,46,0.936141395646406,0,1,1,0,0
qoky,dair,149,89,0.9668927120389383,0,0,0,0,0
qoky,qokor,149,45,0.9478824685528799,0,1,1,0,0
qoky,chdy,149,244,0.9651561047861607,0,0,1,1,0
qoky,olkaiin,149,112,0.9507077028409114,0,0,3,0,0
qoky,okchy,149,33,0.9431401236367931,0,0,0,1,0
qoky,olchedy,149,22,0.9204228453516173,0,0,2,1,0
qoky,okedy,149,121,0.9723676446420345,0,0,1,1,0
qoky,otchy,149,36,0.9506929883177409,0,0,0,1,0
qoky,lkaiin,149,102,0.9746715095368594,0,0,2,0,0
qoky,qokchedy,149,58,0.9284500660101468,0,1,3,1,0
qoky,cthdy,149,33,0.9517691593464292,0,0,1,1,0
qoky,otchey,149,27,0.8863215333001917,0,0,1,1,0
qoky,oddy,149,26,0.8838990407687515,0,0,0,1,0
qoky,chy,149,43,0.9515892277868115,0,0,2,1,0
qoky,char,149,32,0.9021927485300271,0,0,1,0,0
qoky,cheedy,149,73,0.9515100657200706,0,0,1,1,0
qoky,qoteey,149,92,0.9500846885597586,0,1,2,1,0
qoky,tedy,149,38,0.9196520906849315,0,0,0,1,0
qoky,lkdy,149,26,0.8735839409642511,0,0,0,1,0
qoky,lkedy,149,20,0.941619045847342,0,0,1,1,0
qoky,opchdy,149,23,0.945116594076421,0,0,1,1,0
qoky,okor,149,25,0.8976270445371539,0,0,0,0,0
qoky,lkain,149,63,0.965989150772077,0,0,1,0,0
qoky,olkeey,149,94,0.9465448321034107,0,0,2,1,0
qoky,qokal,149,215,0.9649160428272213,0,1,1,0,0
qoky,chckhey,149,45,0.9419861484435416,0,0,0,1,0
qoky,otol,149,40,0.8900244362778444,0,0,0,0,0
qoky,qoty,149,21,0.9417307578191227,0,1,0,1,1
qoky,kar,149,55,0.9546706866488847,0,0,1,0,0
qoky,oty,149,68,0.9463541047960567,0,0,1,1,1
qoky,tdy,149,32,0.9371137912389815,0,0,1,1,0
qoky,ychy,149,21,0.9180944538256558,0,0,1,1,0
qoky,otey,149,31,0.9381064333453906,0,0,0,1,0
qoky,qotaiin,149,92,0.9625752023093451,0,1,3,0,0
qoky,olkain,149,83,0.9530241765611496,0,0,2,0,0
qoky,okey,149,27,0.9494976497051656,0,0,0,1,0
qoky,kaiin,149,22,0.9175548010118164,0,0,1,0,0
qoky,ky,149,30,0.9149004958094592,0,0,2,2,0
qoky,qokchy,149,75,0.9627758785659116,0,1,1,1,0
qoky,daryeey,149,20,0.8067957578135019,0,0,3,1,0
qoky,olkedy,149,35,0.912584852704985,0,0,2,1,0
qoky,qokol,149,106,0.9013463416287028,0,1,1,0,0
qoky,shody,149,44,0.8190586235634678,0,0,0,1,0
qoky,olkar,149,63,0.962547675973942,0,0,1,0,0
qoky,qotchy,149,20,0.7627986091023558,0,1,1,1,0
qoky,taiin,149,49,0.9299604729690535,0,0,1,0,0
qoky,sham,149,21,0.8972289347580348,0,0,1,0,0
qoky,sar,149,43,0.9538920296307926,0,0,1,0,0
qoky,lchaiin,149,24,0.9470238904673537,0,0,2,0,0
qoky,qoy,149,22,0.9102503422463387,0,1,1,1,0
qoky,shes,149,22,0.8243309978429024,0,0,1,0,0
qoky,okchey,149,32,0.9525183971617324,0,0,1,1,0
qoky,oleedy,149,26,0.9298488077742502,0,0,2,1,0
qoky,ody,149,28,0.9282738550768292,0,0,1,1,0
qoky,ykar,149,21,0.8409130988802012,0,0,0,0,0
qoky,dleo,149,22,0.8528352238165454,0,0,0,0,0
qoky,dleeol,149,22,0.93831275332932,0,0,2,0,0
qoky,qokeor,149,20,0.8685062642075693,0,1,2,0,0
qoky,olkchdy,149,21,0.8899790059034076,0,0,2,1,0
qoky,chal,149,29,0.8438725127478084,0,0,1,0,0
qoky,tchaiin,149,21,0.9065500370380376,0,0,2,0,0
qoky,qokeody,149,21,0.9022603271287817,0,1,3,1,0
qoky,ldy,149,21,0.8757626998016393,0,0,1,1,0
qoky,laiin,149,37,0.9352513681548204,0,0,1,0,0
qoky,schdy,149,21,0.9194327053802082,0,0,0,1,0
qoky,sheckhy,149,39,0.9595870186835604,0,0,0,1,0
qoky,cheeor,149,26,0.8736869254255685,0,0,1,0,0
qoky,otedal,149,22,0.8821724768106054,0,0,2,0,0
qoky,lsy,149,22,0.9325968681698643,0,0,1,1,0
qoky,qoko,149,24,0.7864443423161742,0,1,0,0,0
qoky,ytody,149,21,0.9293456113480291,0,0,1,1,0
qoky,chody,149,23,0.9315720499742498,0,0,0,1,0
qoky,kchy,149,24,0.9239432198875801,0,0,1,1,0
qoky,ykal,149,24,0.9006541662209944,0,0,0,0,0
qoky,lsedy,149,28,0.9176099681279893,0,0,1,1,0
qoky,to,149,24,0.8787082584638787,0,0,2,0,0
qoky,pchdy,149,30,0.9159126078789035,0,0,0,1,0
qoky,qoeedy,149,23,0.9339654191612076,0,1,2,1,0
qoky,otor,149,20,0.9152432646368042,0,0,0,0,0
oky,kody,75,21,0.930523312413718,0,0,1,1,0
oky,sheey,75,211,0.9551381761615859,0,0,1,1,0
oky,dam,75,81,0.9311362655948555,0,0,0,0,0
oky,oteedy,75,189,0.9636412952998784,0,0,3,1,0
oky,olkeedy,75,96,0.9566680098461062,0,0,4,1,0
oky,dleey,75,51,0.9356227955755589,0,0,2,1,0
oky,shor,75,45,0.9363860182159659,0,0,0,0,0
oky,qokaiin,75,504,0.9715014334961858,0,0,4,0,0
oky,olkal,75,50,0.9485381370690716,0,0,2,0,0
oky,chs,75,34,0.9322597135014715,0,0,1,0,0
oky,okeey,75,173,0.9230492301012468,0,1,2,1,0
oky,kd,75,24,0.9418020014543546,0,0,1,0,0
oky,lchey,75,57,0.9430887439857268,0,0,1,1,0
oky,chol,75,136,0.9655337173259768,0,0,0,0,0
oky,qotedy,75,142,0.9593434006125626,0,0,3,1,0
oky,oteey,75,169,0.9577140487070559,0,0,2,1,0
oky,cheol,75,107,0.9492032775045147,0,0,1,0,0
oky,okol,75,39,0.9128848716552435,0,1,1,0,0
oky,lkar,75,20,0.9001455888587847,0,0,1,0,0
oky,otchdy,75,44,0.9312129084263066,0,0,2,1,0
oky,qotain,75,94,0.9561791683409032,0,0,3,0,0
oky,lchedy,75,177,0.9557736945546792,0,0,2,1,0
oky,daiin,75,462,0.9612628402514632,0,0,2,0,0
oky,aiin,75,327,0.9726192717335619,0,0,1,0,0
oky,dal,75,174,0.9597920221919801,0,0,0,0,0
oky,or,75,253,0.9648945228193524,0,0,1,0,0
oky,otar,75,139,0.9594607827705061,0,0,1,0,0
oky,araiin,75,21,0.9166176751280787,0,0,3,0,0
oky,shar,75,33,0.9117023900648292,0,0,0,0,0
oky,aredy,75,27,0.9131642199540616,0,0,2,1,0
oky,tor,75,25,0.8711991658846499,0,0,0,0,0
oky,kal,75,50,0.9457272180254149,0,0,0,0,0
oky,olky,75,34,0.9561418014902229,0,0,1,2,1
oky,shol,75,172,0.9530350432587416,0,0,0,0,0
oky,otody,75,26,0.893729237564713,0,0,2,1,0
oky,ofeey,75,23,0.8830540508283679,0,0,2,1,0
oky,qokey,75,76,0.9348311758418814,0,0,2,1,0
oky,pcheey,75,22,0.8856399048079904,0,0,2,1,0
oky,chdaiin,75,33,0.930909822111465,0,0,3,0,0
oky,otal,75,97,0.9437793869439368,0,0,1,0,0
oky,air,75,59,0.9369014590107928,0,0,0,0,0
oky,qokeo,75,20,0.9455543458656173,0,0,2,0,0
oky,ytedy,75,23,0.8341577227054603,0,0,2,1,0
oky,ain,75,145,0.9658338387870099,0,0,0,0,0
oky,qotal,75,46,0.9558270386268416,0,0,2,0,0
oky,dair,75,89,0.9511724230394495,0,0,1,0,0
oky,qokor,75,45,0.9281059036528523,0,0,2,0,0
oky,chdy,75,244,0.9672096549769151,1,0,0,1,0
oky,olkaiin,75,112,0.95498989076834,0,0,4,0,0
oky,okchy,75,33,0.9381792407939303,0,1,1,1,0
oky,olchedy,75,22,0.8972285647011116,0,0,3,1,0
oky,okedy,75,121,0.9548323862172371,0,1,2,1,0
oky,otchy,75,36,0.9398909967668762,0,0,1,1,0
oky,lkaiin,75,102,0.9600530989606125,0,0,3,0,0
oky,qokchedy,75,58,0.8818401732837434,0,0,4,1,0
oky,cthdy,75,33,0.9561731322354762,1,0,0,1,0
oky,otchey,75,27,0.8705744771777768,0,0,2,1,0
oky,oddy,75,26,0.8888367053732613,0,0,1,1,0
oky,chy,75,43,0.9349532993304508,0,0,1,1,0
oky,char,75,32,0.8879868216621609,0,0,0,0,0
oky,cheedy,75,73,0.9456945661461063,0,0,2,1,0
oky,qoteey,75,92,0.9430029011794308,0,0,3,1,0
oky,tedy,75,38,0.9402874993588909,0,0,1,1,0
oky,lkdy,75,26,0.9047714965868352,0,0,1,1,0
oky,lkedy,75,20,0.9236661336029672,0,0,2,1,0
oky,opchdy,75,23,0.9439730071914084,0,0,2,1,0
oky,okor,75,25,0.8879879048509817,0,1,1,0,0
oky,lkain,75,63,0.9527859804515293,0,0,2,0,0
oky,olkeey,75,94,0.9560324456175371,0,0,3,1,0
oky,qokal,75,215,0.9635092590530439,0,0,2,0,0
oky,chckhey,75,45,0.9441239804546504,0,0,1,1,0
oky,otol,75,40,0.8774767611396741,0,0,1,0,0
oky,qoty,75,21,0.9486220296253209,0,0,1,1,1
oky,kar,75,55,0.9382997822785113,0,0,0,0,0
oky,oty,75,68,0.9584013334895867,1,0,0,1,1
oky,tdy,75,32,0.9109439020882186,1,0,0,1,0
oky,ychy,75,21,0.9347973479117361,1,0,0,1,0
oky,otey,75,31,0.9108986173312156,0,0,1,1,0
oky,qotaiin,75,92,0.9556068216665675,0,0,4,0,0
oky,olkain,75,83,0.9477777048402308,0,0,3,0,0
oky,okey,75,27,0.9310322026182427,0,1,1,1,0
oky,kaiin,75,22,0.9184423508028077,0,0,2,0,0
oky,ky,75,30,0.949865056719597,0,0,1,2,0
oky,qokchy,75,75,0.950212360294726,0,0,2,1,0
oky,daryeey,75,20,0.7922059658263986,0,0,4,1,0
oky,olkedy,75,35,0.9272763307966759,0,0,3,1,0
oky,qokol,75,106,0.9018429974468283,0,0,2,0,0
oky,shody,75,44,0.7952476921041608,0,0,1,1,0
oky,olkar,75,63,0.9557315189588647,0,0,2,0,0
oky,qotchy,75,20,0.7734344655362494,0,0,2,1,0
oky,taiin,75,49,0.9349708813721106,0,0,2,0,0
oky,sham,75,21,0.8857305440442691,0,0,0,0,0
oky,sar,75,43,0.9519892457734149,0,0,0,0,0
oky,lchaiin,75,24,0.9169094093887968,0,0,3,0,0
oky,qoy,75,22,0.8827933233492133,1,0,0,1,0
oky,shes,75,22,0.7714254068389973,0,0,0,0,0
oky,okchey,75,32,0.9195463126617693,0,1,2,1,0
oky,oleedy,75,26,0.9289442257949843,0,0,3,1,0
oky,ody,75,28,0.8901964123335679,1,0,0,1,0
oky,ykar,75,21,0.8383074378617996,0,0,1,0,0
oky,dleo,75,22,0.813864334394871,0,0,1,0,0
oky,dleeol,75,22,0.9172124985137124,0,0,3,0,0
oky,qokeor,75,20,0.8783602769729539,0,0,3,0,0
oky,olkchdy,75,21,0.8919880374980905,0,0,3,1,0
oky,chal,75,29,0.8665906059389098,0,0,0,0,0
oky,tchaiin,75,21,0.9229814304470747,0,0,3,0,0
oky,qokeody,75,21,0.8762997648344241,0,0,4,1,0
oky,ldy,75,21,0.8580722657004841,1,0,0,1,0
oky,laiin,75,37,0.920015391610734,0,0,2,0,0
oky,schdy,75,21,0.9279875214011329,0,0,1,1,0
oky,sheckhy,75,39,0.9581192961645271,0,0,1,1,0
oky,cheeor,75,26,0.9087379887455391,0,0,2,0,0
oky,otedal,75,22,0.8586021449108636,0,0,3,0,0
oky,lsy,75,22,0.9300964154213526,1,0,0,1,0
oky,qoko,75,24,0.7291138141150049,0,0,1,0,0
oky,ytody,75,21,0.931164715730732,0,0,2,1,0
oky,chody,75,23,0.9356227955755588,0,0,1,1,0
oky,kchy,75,24,0.9336697271193389,1,0,0,1,0
oky,ykal,75,24,0.896075727256045,0,0,1,0,0
oky,lsedy,75,28,0.8949928058102541,0,0,2,1,0
oky,to,75,24,0.8976446051700332,0,0,1,0,0
oky,pchdy,75,30,0.9275334445616567,0,0,1,1,0
oky,qoeedy,75,23,0.9231682630546058,0,0,3,1,0
oky,otor,75,20,0.9201923006387339,0,0,1,0,0
kody,sheey,21,211,0.9268617848374416,0,0,0,1,0
kody,dam,21,81,0.895350895351343,0,0,1,0,0
kody,oteedy,21,189,0.9321401787487528,0,0,2,2,0
kody,olkeedy,21,96,0.9310403687853538,0,0,3,2,0
kody,dleey,21,51,0.9177600742433919,0,0,1,1,0
kody,shor,21,45,0.8992515540891549,0,0,1,0,0
kody,qokaiin,21,504,0.9463508935943068,0,0,3,0,0
kody,olkal,21,50,0.9238982900268111,0,0,1,0,0
kody,chs,21,34,0.8964615756647669,0,0,2,0,0
kody,okeey,21,173,0.8800370372813443,0,0,1,1,0
kody,kd,21,24,0.9216805029374059,0,0,2,0,0
kody,lchey,21,57,0.9188289594700271,0,0,0,1,0
kody,chol,21,136,0.9351198440879209,0,0,1,0,0
kody,qotedy,21,142,0.9312724557215403,0,0,2,2,0
kody,oteey,21,169,0.9258385446789374,0,0,1,1,0
kody,cheol,21,107,0.9094472331425336,0,0,0,0,0
kody,okol,21,39,0.8917362127857504,0,0,0,0,0
