v101_locus,zl_locus,zl_descriptor,zl_hand,zl_language,distance
f84v.6,f84v.8,+P0,2,B,0.0
f84v.7,f84v.9,+P0,2,B,0.048
f84v.8,f84v.10,+P0,2,B,0.0
f84v.9,f84v.11,+P0,2,B,0.02
f84v.10,f84v.12,+P0,2,B,0.018
f84v.11,f84v.13,+P0,2,B,0.016
f84v.12,f84v.14,+P0,2,B,0.015
f84v.13,f84v.15,+P0,2,B,0.015
f84v.14,f84v.16,+P0,2,B,0.016
f84v.15,f84v.17,+P0,2,B,0.016
f84v.16,f84v.18,+P0,2,B,0.015
f84v.17,f84v.19,+P0,2,B,0.015
f84v.18,f84v.20,+P0,2,B,0.031
f84v.19,f84v.21,+P0,2,B,0.077
f84v.20,f84v.22,+P0,2,B,0.0
f84v.21,f84v.23,+P0,2,B,0.024
f84v.22,f84v.24,+P0,2,B,0.05
f84v.23,f84v.25,+P0,2,B,0.081
f84v.24,f84v.26,+P0,2,B,0.061
f84v.25,f84v.27,+P0,2,B,0.0
f84v.26,f84v.28,+P0,2,B,0.0
f84v.27,f84v.29,+P0,2,B,0.0
f84v.28,f84v.30,+P0,2,B,0.029
f84v.29,f84v.31,+P0,2,B,0.0
f84v.30,f84v.32,+P0,2,B,0.0
f84v.31,f84v.33,+P0,2,B,0.0
f84v.32,f84v.34,+P0,2,B,0.02
f84v.33,f84v.35,+P0,2,B,0.036
f84v.34,f84v.36,+P0,2,B,0.0
f84v.35,f84v.37,+P0,2,B,0.018
f84v.36,f84v.38,+P0,2,B,0.0
f84v.37,f84v.39,+P0,2,B,0.0
f84v.38,f84v.40,+P0,2,B,0.036
f84v.39,f84v.41,+P0,2,B,0.037
f85r1.1,f85r1.1,@P0,2,B,0.0
f85r1.2,f85r1.2,+P0,2,B,0.028
f85r1.3,f85r1.3,+P0,2,B,0.028
f85r1.4,f85r1.4,+P0,2,B,0.068
f85r1.5,f85r1.5,+P0,2,B,0.0
f85r1.6,f85r1.6,+P0,2,B,0.026
f85r1.7,f85r1.7,+P0,2,B,0.014
f85r1.8,f85r1.8,+P0,2,B,0.0
f85r1.9,f85r1.9,+P0,2,B,0.086
f85r1.10,f85r1.10,+P0,2,B,0.065
f85r1.11,f85r1.11,+P0,2,B,0.0
f85r1.12,f85r1.12,+P0,2,B,0.016
f85r1.13,f85r1.13,+P0,2,B,0.015
f85r1.14,f85r1.14,+P0,2,B,0.0
f85r1.15,f85r1.15,+P0,2,B,0.058
f85r1.16,f85r1.16,+P0,2,B,0.04
f85r1.17,f85r1.17,+P0,2,B,0.03
f85r1.18,f85r1.18,+P0,2,B,0.028
f85r1.19,f85r1.19,+Pr,2,B,0.071
f85r1.20,f85r1.20,*P0,2,B,0.014
f85r1.21,f85r1.21,+P0,2,B,0.029
f85r1.22,f85r1.22,+P0,2,B,0.028
f85r1.23,f85r1.23,+P0,2,B,0.029
f85r1.24,f85r1.24,+P0,2,B,0.03
f85r1.25,f85r1.25,+P0,2,B,0.048
f85r1.26,f85r1.26,+P0,2,B,0.014
f85r1.27,f85r1.27,+P0,2,B,0.018
f85r1.28,f85r1.28,+P0,2,B,0.0
f85r1.29,f85r1.29,+P0,2,B,0.015
f85r1.30,f85r1.30,+P0,2,B,0.076
f85r1.31,f85r1.31,+P0,2,B,0.015
f85r1.32,f85r1.32,+P0,2,B,0.06
f85r1.33,f85r1.33,+P0,2,B,0.032
f85r1.34,f85r1.34,+P0,2,B,0.0
f85r1.35,f85r1.35,+Pc,2,B,0.0
f86v4.1,f86v4.5,@P0,2,B,0.038
f86v4.2,f86v4.6,+P0,2,B,0.043
f86v4.3,f86v4.7,+P0,2,B,0.1
f86v4.4,f86v4.8,+P0,2,B,0.045
f86v4.5,f86v4.9,+Pc,2,B,0.125
f86v6.1,f86v6.1,@P0,2,B,0.115
f86v6.2,f86v6.2,+P0,2,B,0.027
f86v6.3,f86v6.3,+P0,2,B,0.014
f86v6.4,f86v6.4,+P0,2,B,0.014
f86v6.5,f86v6.5,+P0,2,B,0.0
f86v6.6,f86v6.6,+P0,2,B,0.0
f86v6.7,f86v6.7,+P0,2,B,0.029
f86v6.8,f86v6.8,+P0,2,B,0.015
f86v6.9,f86v6.9,+P0,2,B,0.0
f86v6.10,f86v6.10,+P0,2,B,0.091
f86v6.11,f86v6.11,+P0,2,B,0.0
f86v6.12,f86v6.12,+P0,2,B,0.0
f86v6.13,f86v6.13,+P0,2,B,0.125
f86v6.14,f86v6.14,+P0,2,B,0.016
f86v6.15,f86v6.15,+P0,2,B,0.029
f86v6.16,f86v6.16,+P0,2,B,0.0
f86v6.17,f86v6.17,+P0,2,B,0.072
f86v6.18,f86v6.18,+P0,2,B,0.0
f86v6.19,f86v6.19,+P0,2,B,0.021
f86v6.20,f86v6.20,+P0,2,B,0.0
f86v6.21,f86v6.21,+P0,2,B,0.029
f86v6.22,f86v6.22,+P0,2,B,0.045
f86v6.23,f86v6.23,+P0,2,B,0.015
f86v6.24,f86v6.24,+P0,2,B,0.0
f86v6.25,f86v6.25,+P0,2,B,0.03
f86v6.26,f86v6.26,+P0,2,B,0.028
f86v6.27,f86v6.27,+P0,2,B,0.0
f86v6.28,f86v6.28,+P0,2,B,0.014
f86v6.29,f86v6.29,+P0,2,B,0.017
f86v6.30,f86v6.30,+P0,2,B,0.014
f86v6.31,f86v6.31,+P0,2,B,0.0
f86v6.32,f86v6.32,+P0,2,B,0.0
f86v6.33,f86v6.33,+P0,2,B,0.104
f86v6.34,f86v6.34,+P0,2,B,0.016
f86v6.35,f86v6.35,+P0,2,B,0.0
f86v6.36,f86v6.36,+P0,2,B,0.016
f86v6.37,f86v6.37,+P0,2,B,0.017
f86v6.38,f86v6.38,+P0,2,B,0.016
f86v6.39,f86v6.39,+P0,2,B,0.0
f86v6.40,f86v6.40,+P0,2,B,0.0
f86v6.41,f86v6.41,+P0,2,B,0.0
f86v6.42,f86v6.42,+P0,2,B,0.0
f86v6.43,f86v6.43,+P0,2,B,0.0
f86v6.44,f86v6.44,+P0,2,B,0.034
f86v6.45,f86v6.45,+P0,2,B,0.02
f86v5.1,f86v5.1,@P0,2,B,0.044
f86v5.2,f86v5.2,+P0,2,B,0.015
f86v5.3,f86v5.3,+P0,2,B,0.016
f86v5.4,f86v5.4,+P0,2,B,0.016
f86v5.5,f86v5.5,+P0,2,B,0.0
f86v5.6,f86v5.6,+P0,2,B,0.043
f86v5.7,f86v5.7,+P0,2,B,0.0
f86v5.8,f86v5.8,+P0,2,B,0.016
f86v5.9,f86v5.9,+P0,2,B,0.034
f86v5.10,f86v5.10,+P0,2,B,0.0
f86v5.11,f86v5.11,+P0,2,B,0.018
f86v5.12,f86v5.12,+P0,2,B,0.016
f86v5.13,f86v5.13,+P0,2,B,0.0
f86v5.14,f86v5.14,+P0,2,B,0.0
f86v5.15,f86v5.15,+P0,2,B,0.0
f86v5.16,f86v5.16,+P0,2,B,0.019
f86v5.17,f86v5.17,+P0,2,B,0.0
f86v5.18,f86v5.18,+P0,2,B,0.032
f86v5.19,f86v5.19,+P0,2,B,0.068
f86v5.20,f86v5.20,+P0,2,B,0.036
f86v5.21,f86v5.21,+P0,2,B,0.0
f86v5.22,f86v5.22,+P0,2,B,0.017
f86v5.23,f86v5.23,+P0,2,B,0.018
f86v5.24,f86v5.24,+P0,2,B,0.0
f86v5.25,f86v5.25,+P0,2,B,0.0
f86v5.26,f86v5.26,+P0,2,B,0.0
f86v5.27,f86v5.27,+P0,2,B,0.0
f86v5.28,f86v5.28,+P0,2,B,0.067
f86v5.29,f86v5.29,+P0,2,B,0.019
f86v5.30,f86v5.30,+P0,2,B,0.017
f86v5.31,f86v5.31,+P0,2,B,0.0
f86v5.32,f86v5.32,+P0,2,B,0.0
f86v5.33,f86v5.33,+P0,2,B,0.018
f86v5.34,f86v5.34,+P0,2,B,0.0
f86v5.35,f86v5.35,+P0,2,B,0.018
f86v5.36,f86v5.36,+P0,2,B,0.0
f86v5.37,f86v5.37,+P0,2,B,0.057
f86v5.38,f86v5.38,+P0,2,B,0.02
f86v5.39,f86v5.39,+Pr,2,B,0.0
f87r.1,f87r.1,@P0,1,A,0.06
f87r.2,f87r.2,+P0,1,A,0.021
f87r.3,f87r.3,+P0,1,A,0.082
f87r.4,f87r.4,+P0,1,A,0.02
f87r.5,f87r.5,+P0,1,A,0.0
f87r.6,f87r.6,+P0,1,A,0.021
f87r.7,f87r.7,+P0,1,A,0.075
f87r.8,f87r.8,+P0,1,A,0.029
f87r.9,f87r.9,+P0,1,A,0.03
f87r.10,f87r.10,+P0,1,A,0.0
f87r.11,f87r.11,+P0,1,A,0.028
f87r.12,f87r.12,+P0,1,A,0.027
f87r.13,f87r.13,+P0,1,A,0.0
f87r.14,f87r.14,+P0,1,A,0.0
f87r.15,f87r.15,+P0,1,A,0.044
f87r.16,f87r.16,+P0,1,A,0.05
f87v.1,f87v.1,@P0,1,A,0.081
f87v.2,f87v.2,+P0,1,A,0.0
f87v.3,f87v.3,+P0,1,A,0.03
f87v.4,f87v.4,+P0,1,A,0.0
f87v.5,f87v.5,+P0,1,A,0.114
f87v.6,f87v.6,+P0,1,A,0.062
f87v.7,f87v.7,+P0,1,A,0.029
f87v.8,f87v.8,+P0,1,A,0.026
f87v.9,f87v.9,+P0,1,A,0.0
f87v.10,f87v.10,+P0,1,A,0.026
f87v.11,f87v.11,+P0,1,A,0.0
f87v.12,f87v.12,+P0,1,A,0.087
f87v.13,f87v.13,+P0,1,A,0.026
f87v.14,f87v.14,+P0,1,A,0.088
f87v.15,f87v.15,+P0,1,A,0.062
f87v.16,f87v.16,+P0,1,A,0.0
f88r.1,f88r.7,@P0,1,A,0.0
f88r.2,f88r.8,+P0,1,A,0.017
f88r.3,f88r.9,+P0,1,A,0.0
f88r.4,f88r.10,+P0,1,A,0.036
f88r.5,f88r.11,+P0,1,A,0.0
f88r.6,f88r.18,@P0,1,A,0.061
f88r.7,f88r.19,+P0,1,A,0.0
f88r.8,f88r.20,+P0,1,A,0.0
f88r.9,f88r.21,+P0,1,A,0.058
f88r.10,f88r.22,+P0,1,A,0.0
f88r.11,f88r.26,@P0,1,A,0.0
f88r.12,f88r.27,+P0,1,A,0.0
f88r.13,f88r.28,+P0,1,A,0.0
f88r.14,f88r.29,+P0,1,A,0.021
f88r.15,f88r.30,+P0,1,A,0.0
f88r.16,f88r.31,+P0,1,A,0.0
f88v.1,f88v.6,@P0,1,A,0.036
f88v.2,f88v.7,+P0,1,A,0.0
f88v.3,f88v.8,+P0,1,A,0.017
f88v.4,f88v.9,+P0,1,A,0.055
f88v.5,f88v.10,+P0,1,A,0.0
f88v.6,f88v.15,@P0,1,A,0.018
f88v.7,f88v.16,+P0,1,A,0.0
f88v.8,f88v.17,+P0,1,A,0.0
f88v.9,f88v.18,+P0,1,A,0.0
f88v.10,f88v.19,+P0,1,A,0.037
f88v.11,f88v.20,+P0,1,A,0.025
f88v.12,f88v.21,+P0,1,A,0.019
f88v.13,f88v.22,+P0,1,A,0.019
f88v.14,f88v.23,+P0,1,A,0.019
f88v.15,f88v.24,+P0,1,A,0.038
f88v.16,f88v.25,+P0,1,A,0.0
f88v.17,f88v.26,+P0,1,A,0.0
f89r1.1,f89r1.6,@P0,1,A,0.0
f89r1.2,f89r1.7,+P0,1,A,0.0
f89r1.3,f89r1.8,+P0,1,A,0.0
f89r1.4,f89r1.9,+P0,1,A,0.019
f89r1.5,f89r1.10,+P0,1,A,0.019
f89r1.6,f89r1.15,@P0,1,A,0.019
f89r1.7,f89r1.16,+P0,1,A,0.034
f89r1.8,f89r1.17,+P0,1,A,0.074
f89r1.9,f89r1.18,+P0,1,A,0.0
f89r1.10,f89r1.19,+P0,1,A,0.019
f89r1.11,f89r1.20,+P0,1,A,0.125
f89r1.12,f89r1.21,+P0,1,A,0.0
f89r1.13,f89r1.22,+P0,1,A,0.018
f89r1.14,f89r1.23,+P0,1,A,0.0
f89r2.1,f89r2.6,@P0,1,A,0.059
f89r2.2,f89r2.7,+P0,1,A,0.038
f89r2.3,f89r2.8,+P0,1,A,0.05
f89r2.4,f89r2.12,@P0,1,A,0.04
f89r2.5,f89r2.13,+P0,1,A,0.021
f89r2.6,f89r2.14,+P0,1,A,0.02
f89r2.7,f89r2.15,+P0,1,A,0.083
f89r2.8,f89r2.22,@P0,1,A,0.022
f89r2.9,f89r2.23,+P0,1,A,0.075
f89r2.10,f89r2.24,+P0,1,A,0.044
f89r2.11,f89r2.25,+P0,1,A,0.083
f89r2.12,f89r2.26,+P0,1,A,0.064
f89r2.13,f89r2.27,+P0,1,A,0.032
f89r2.14,f89r2.28,+P0,1,A,0.078
f89v2.1,f89v2.7,@P0,1,A,0.044
f89v2.2,f89v2.8,+P0,1,A,0.048
f89v2.3,f89v2.9,+P0,1,A,0.012
f89v2.4,f89v2.10,+P0,1,A,0.019
f89v2.5,f89v2.15,@P0,1,A,0.068
f89v2.6,f89v2.16,+P0,1,A,0.031
f89v2.7,f89v2.17,+P0,1,A,0.042
f89v2.8,f89v2.18,+P0,1,A,0.074
f89v2.9,f89v2.19,+P0,1,A,0.08
f89v2.10,f89v2.20,+P0,1,A,0.011
f89v2.11,f89v2.21,+P0,1,A,0.011
f89v2.12,f89v2.22,+P0,1,A,0.029
f89v1.1,f89v1.5,@P0,1,A,0.016
f89v1.2,f89v1.6,+P0,1,A,0.0
f89v1.3,f89v1.7,+P0,1,A,0.088
f89v1.4,f89v1.8,+P0,1,A,0.052
f89v1.5,f89v1.9,+P0,1,A,0.05
f89v1.6,f89v1.10,+P0,1,A,0.0
f89v1.7,f89v1.11,+P0,1,A,0.018
f89v1.8,f89v1.12,+P0,1,A,0.0
f89v1.9,f89v1.13,+P0,1,A,0.016
f89v1.10,f89v1.14,+P0,1,A,0.017
f89v1.11,f89v1.15,+P0,1,A,0.0
f89v1.12,f89v1.16,+P0,1,A,0.036
f89v1.13,f89v1.17,+P0,1,A,0.017
f89v1.14,f89v1.18,+P0,1,A,0.018
f89v1.15,f89v1.19,+P0,1,A,0.052
f89v1.16,f89v1.20,+P0,1,A,0.0
f90r1.1,f90r1.1,@P0,1,A,0.029
f90r1.2,f90r1.2,+P0,1,A,0.0
f90r1.3,f90r1.3,+P0,1,A,0.026
f90r1.4,f90r1.4,+P0,1,A,0.052
f90r1.5,f90r1.5,+P0,1,A,0.0
f90r1.6,f90r1.6,+P0,1,A,0.033
f90r1.7,f90r1.7,+P0,1,A,0.017
f90r1.8,f90r1.8,+P0,1,A,0.0
f90r1.9,f90r1.9,+Pr,1,A,0.038
f90r2.1,f90r2.1,@P0,1,A,0.023
f90r2.2,f90r2.2,+P0,1,A,0.036
f90r2.3,f90r2.3,+P0,1,A,0.0
f90r2.4,f90r2.4,+P0,1,A,0.091
f90r2.5,f90r2.5,+P0,1,A,0.064
f90r2.6,f90r2.6,+P0,1,A,0.04
f90v2.1,f90v2.1,@P0,1,A,0.25
f90v2.2,f90v2.2,+P0,1,A,0.136
f90v2.3,f90v2.3,+P0,1,A,0.035
f90v2.4,f90v2.4,+P0,1,A,0.0
f90v2.5,f90v2.5,+P0,1,A,0.0
f90v2.6,f90v2.6,+P0,1,A,0.0
f90v2.7,f90v2.7,+P0,1,A,0.089
f90v2.8,f90v2.8,+P0,1,A,0.094
f90v1.1,f90v1.1,@P0,1,A,0.031
f90v1.2,f90v1.2,+P0,1,A,0.063
f90v1.3,f90v1.3,+P0,1,A,0.033
f90v1.4,f90v1.4,+P0,1,A,0.034
f90v1.5,f90v1.5,+P0,1,A,0.018
f90v1.6,f90v1.6,+P0,1,A,0.071
f90v1.7,f90v1.7,+P0,1,A,0.15
f90v1.8,f90v1.8,+P0,1,A,0.018
f90v1.9,f90v1.9,+P0,1,A,0.036
f90v1.10,f90v1.10,+P0,1,A,0.055
f90v1.11,f90v1.11,+P0,1,A,0.054
f93r.1,f93r.1,@P0,1,A,0.046
f93r.2,f93r.2,+P0,1,A,0.0
f93r.3,f93r.3,+P0,1,A,0.0
f93r.4,f93r.4,+P0,1,A,0.062
f93r.5,f93r.5,+P0,1,A,0.0
f93r.6,f93r.6,+P0,1,A,0.034
f93r.7,f93r.7,+P0,1,A,0.0
f93r.8,f93r.8,+P0,1,A,0.036
f93r.9,f93r.9,+P0,1,A,0.111
f93r.10,f93r.10,+P0,1,A,0.0
f93r.11,f93r.11,+P0,1,A,0.033
f93r.12,f93r.12,+P0,1,A,0.0
f93r.13,f93r.13,+P0,1,A,0.043
f93r.14,f93r.14,+P0,1,A,0.043
f93r.15,f93r.15,+P0,1,A,0.0
f93r.16,f93r.16,+P0,1,A,0.0
f93r.17,f93r.17,+P0,1,A,0.087
f93r.18,f93r.18,+P0,1,A,0.0
f93r.19,f93r.19,+P0,1,A,0.053
f93r.20,f93r.20,+P0,1,A,0.05
f93r.21,f93r.21,+P0,1,A,0.0
f93r.22,f93r.22,+P0,1,A,0.087
f93r.23,f93r.23,+P0,1,A,0.045
f93r.24,f93r.24,+P0,1,A,0.091
f93r.25,f93r.25,+P0,1,A,0.05
f93r.26,f93r.26,+P0,1,A,0.05
f93r.27,f93r.27,+P0,1,A,0.0
f93r.28,f93r.28,+P0,1,A,0.0
f93r.29,f93r.29,+P0,1,A,0.087
f93r.30,f93r.30,+P0,1,A,0.0
f93r.31,f93r.31,+P0,1,A,0.048
f93r.32,f93r.32,+P0,1,A,0.0
f93v.1,f93v.1,@P0,1,A,0.0
f93v.2,f93v.2,+P0,1,A,0.035
f93v.3,f93v.3,+P0,1,A,0.017
f93v.4,f93v.4,+P0,1,A,0.054
f93v.5,f93v.5,+P0,1,A,0.053
f93v.6,f93v.6,+P0,1,A,0.036
f93v.7,f93v.7,+P0,1,A,0.0
f93v.8,f93v.8,+P0,1,A,0.047
f93v.9,f93v.9,+P0,1,A,0.016
f93v.10,f93v.10,+P0,1,A,0.0
f94r.1,f94r.1,@P0,3,B,0.047
f94r.2,f94r.2,+P0,3,B,0.0
f94r.3,f94r.3,+P0,3,B,0.017
f94r.4,f94r.4,+P0,3,B,0.016
f94r.5,f94r.5,+P0,3,B,0.0
f94r.6,f94r.6,+P0,3,B,0.035
f94r.7,f94r.7,+P0,3,B,0.038
f94r.8,f94r.8,+P0,3,B,0.022
f94r.9,f94r.9,+Pc,3,B,0.0
f94v.1,f94v.1,@P0,3,B,0.0
f94v.2,f94v.2,+P0,3,B,0.02
f94v.3,f94v.3,+P0,3,B,0.082
f94v.4,f94v.4,+P0,3,B,0.0
f94v.5,f94v.5,+P0,3,B,0.0
f94v.6,f94v.6,+P0,3,B,0.054
f94v.7,f94v.7,+P0,3,B,0.056
f94v.8,f94v.8,+P0,3,B,0.018
f94v.9,f94v.9,+P0,3,B,0.0
f94v.10,f94v.10,+P0,3,B,0.052
f94v.11,f94v.11,+P0,3,B,0.018
f94v.12,f94v.12,+P0,3,B,0.0
f95r1.1,f95r1.1,@P0,3,B,0.0
f95r1.2,f95r1.2,+P0,3,B,0.0
f95r1.3,f95r1.3,+P0,3,B,0.018
f95r1.4,f95r1.4,+P0,3,B,0.0
f95r1.5,f95r1.5,+P0,3,B,0.067
f95r1.6,f95r1.6,+P0,3,B,0.016
f95r1.7,f95r1.7,+P0,3,B,0.0
f95r1.8,f95r1.8,+P0,3,B,0.049
f95r1.9,f95r1.9,+P0,3,B,0.0
f95r1.10,f95r1.10,+P0,3,B,0.034
f95r1.11,f95r1.11,+P0,3,B,0.0
f95r2.1,f95r2.1,@P0,3,B,0.052
f95r2.2,f95r2.2,+P0,3,B,0.0
f95r2.3,f95r2.3,+P0,3,B,0.034
f95r2.4,f95r2.4,+P0,3,B,0.0
f95r2.5,f95r2.5,+P0,3,B,0.0
f95r2.6,f95r2.6,+P0,3,B,0.019
f95r2.7,f95r2.7,+P0,3,B,0.058
f95r2.8,f95r2.8,+P0,3,B,0.055
f95r2.9,f95r2.9,+P0,3,B,0.0
f95v2.1,f95v2.1,@P0,3,B,0.0
f95v2.2,f95v2.2,+P0,3,B,0.048
f95v2.3,f95v2.3,+P0,3,B,0.05
f95v2.4,f95v2.4,+P0,3,B,0.036
f95v2.5,f95v2.5,+P0,3,B,0.0
f95v2.6,f95v2.6,+P0,3,B,0.0
f95v2.7,f95v2.7,+P0,3,B,0.03
f95v1.1,f95v1.1,@P0,3,B,0.192
f95v1.2,f95v1.2,+P0,3,B,0.0
f95v1.3,f95v1.3,+P0,3,B,0.016
f95v1.4,f95v1.4,+P0,3,B,0.016
f95v1.5,f95v1.5,+P0,3,B,0.0
f95v1.6,f95v1.6,+P0,3,B,0.0
f95v1.7,f95v1.7,+P0,3,B,0.048
f95v1.8,f95v1.8,+P0,3,B,0.036
f95v1.9,f95v1.9,+P0,3,B,0.016
f95v1.10,f95v1.10,+P0,3,B,0.08
f95v1.11,f95v1.11,+P0,3,B,0.062
f95v1.12,f95v1.12,+P0,3,B,0.0
f95v1.13,f95v1.13,+P0,3,B,0.0
f96r.1,f96r.1,@P0,1,A,0.0
f96r.2,f96r.2,+P0,1,A,0.0
f96r.3,f96r.3,+P0,1,A,0.044
f96r.4,f96r.4,+P0,1,A,0.0
f96r.5,f96r.5,+P0,1,A,0.0
f96r.6,f96r.6,+P0,1,A,0.024
f96r.7,f96r.7,+P0,1,A,0.0
f96r.8,f96r.8,+P0,1,A,0.0
f96r.9,f96r.9,+P0,1,A,0.0
f96r.10,f96r.10,+P0,1,A,0.095
f96r.11,f96r.11,+P0,1,A,0.0
f96r.12,f96r.12,+P0,1,A,0.023
f96r.13,f96r.13,+P0,1,A,0.111
f96v.1,f96v.1,@P0,1,A,0.078
f96v.2,f96v.2,+P0,1,A,0.0
f96v.3,f96v.3,+P0,1,A,0.022
f96v.4,f96v.4,+P0,1,A,0.032
f96v.5,f96v.5,+P0,1,A,0.0
f96v.6,f96v.6,+P0,1,A,0.042
f96v.7,f96v.7,+P0,1,A,0.263
f96v.8,f96v.8,+P0,1,A,0.095
f96v.9,f96v.9,+P0,1,A,0.091
f96v.10,f96v.10,+P0,1,A,0.0
f96v.11,f96v.11,+P0,1,A,0.045
f96v.12,f96v.12,+P0,1,A,0.0
f96v.13,f96v.13,+P0,1,A,0.0
f99r.1,f99r.15,@P0,1,A,0.0
f99r.2,f99r.16,+P0,1,A,0.016
f99r.3,f99r.17,+P0,1,A,0.051
f99r.4,f99r.18,+P0,1,A,0.017
f99r.5,f99r.28,@P0,1,A,0.018
f99r.6,f99r.29,+P0,1,A,0.0
f99r.7,f99r.30,+P0,1,A,0.018
f99r.8,f99r.31,+P0,1,A,0.0
f99r.9,f99r.41,@P0,1,A,0.03
f99r.10,f99r.42,+P0,1,A,0.017
f99r.11,f99r.43,+P0,1,A,0.016
f99r.12,f99r.44,+P0,1,A,0.053
f99r.13,f99r.47,@P0,1,A,0.067
f99r.14,f99r.48,+P0,1,A,0.058
f99r.15,f99r.49,+P0,1,A,0.035
f99r.16,f99r.50,+P0,1,A,0.0
f99r.17,f99r.51,+P0,1,A,0.146
f99r.18,f99r.52,+P0,1,A,0.05
f99v.1,f99v.10,@P0,1,A,0.036
f99v.2,f99v.11,+P0,1,A,0.036
f99v.3,f99v.12,+P0,1,A,0.035
f99v.4,f99v.13,+P0,1,A,0.0
f99v.5,f99v.21,@P0,1,A,0.0
f99v.6,f99v.22,+P0,1,A,0.016
f99v.7,f99v.23,+P0,1,A,0.0
f99v.8,f99v.24,+P0,1,A,0.047
f99v.9,f99v.32,@P0,1,A,0.017
f99v.10,f99v.33,+P0,1,A,0.048
f99v.11,f99v.34,+P0,1,A,0.032
f99v.12,f99v.35,+P0,1,A,0.053
f99v.13,f99v.37,@P0,1,A,0.239
f99v.14,f99v.38,+P0,1,A,0.0
f99v.15,f99v.39,+P0,1,A,0.026
f99v.16,f99v.40,+P0,1,A,0.05
f99v.17,f99v.41,+P0,1,A,0.0
f99v.18,f99v.42,+P0,1,A,0.02
f99v.19,f99v.43,+P0,1,A,0.167
f100r.1,f100r.12,@P0,1,A,0.219
f100r.2,f100r.13,+P0,1,A,0.091
f100r.3,f100r.14,+P0,1,A,0.048
f100r.4,f100r.15,+P0,1,A,0.045
f100r.5,f100r.22,@P0,1,A,0.047
f100r.6,f100r.23,+P0,1,A,0.044
f100r.7,f100r.24,+P0,1,A,0.045
f100r.8,f100r.25,+P0,1,A,0.0
f100r.9,f100r.26,+P0,1,A,0.047
f100r.10,f100r.27,+P0,1,A,0.0
f100v.1,f100v.14,@P0,1,A,0.145
f100v.2,f100v.15,+P0,1,A,0.033
f100v.3,f100v.16,+P0,1,A,0.0
f100v.4,f100v.17,+P0,1,A,0.069
f100v.5,f100v.18,+P0,1,A,0.036
f100v.6,f100v.19,+P0,1,A,0.034
f100v.7,f100v.20,+P0,1,A,0.033
f100v.8,f100v.21,+P0,1,A,0.0
f100v.9,f100v.22,+P0,1,A,0.0
f101r.1,f101r.1,@P0,1,A,0.043
f101r.2,f101r.2,+P0,1,A,0.066
f101r.3,f101r.3,+P0,1,A,0.105
f101r.4,f101r.4,+P0,1,A,0.052
f101r.5,f101r.5,+P0,1,A,0.043
f101r.6,f101r.6,+P0,1,A,0.029
f101r.7,f101r.7,+P0,1,A,0.099
f101r.8,f101r.8,+P0,1,A,0.008
f101r.9,f101r.9,+P0,1,A,0.052
f101r.10,f101r.10,+P0,1,A,0.045
f101v.1,f101v.19,@P0,1,A,0.051
f101v.2,f101v.20,+P0,1,A,0.039
f101v.3,f101v.21,+P0,1,A,0.131
f101v.4,f101v.22,+P0,1,A,0.115
f101v.5,f101v.23,+P0,1,A,0.083
f101v.6,f101v.24,+P0,1,A,0.064
f101v.7,f101v.25,+P0,1,A,0.075
f101v.8,f101v.26,+P0,1,A,0.046
f101v.9,f101v.27,+P0,1,A,0.102
f101v.10,f101v.28,+Pc,1,A,0.069
f102r1.1,f102r1.3,@P0,1,A,0.0
f102r1.2,f102r1.4,+P0,1,A,0.033
f102r1.3,f102r1.5,+P0,1,A,0.017
f102r1.4,f102r1.6,+P0,1,A,0.037
f102r1.5,f102r1.8,@P0,1,A,0.0
f102r1.6,f102r1.9,+P0,1,A,0.018
f102r1.7,f102r1.10,+P0,1,A,0.018
f102r1.8,f102r1.11,+P0,1,A,0.0
f102r1.9,f102r1.13,@P0,1,A,0.036
f102r1.10,f102r1.14,+P0,1,A,0.018
f102r1.11,f102r1.15,+P0,1,A,0.039
f102r1.12,f102r1.16,+P0,1,A,0.054
f102r1.13,f102r1.17,+P0,1,A,0.0
f102r2.1,f102r2.2,@P0,1,A,0.077
f102r2.2,f102r2.3,+P0,1,A,0.05
f102r2.3,f102r2.4,+P0,1,A,0.023
f102r2.4,f102r2.5,+P0,1,A,0.026
f102r2.5,f102r2.6,+P0,1,A,0.02
f102r2.6,f102r2.8,@P0,1,A,0.055
f102r2.7,f102r2.9,+P0,1,A,0.053
f102r2.8,f102r2.10,+P0,1,A,0.036
f102r2.9,f102r2.11,+P0,1,A,0.065
f102r2.10,f102r2.12,+P0,1,A,0.096
f102r2.11,f102r2.16,@P0,1,A,0.209
f102r2.12,f102r2.17,+P0,1,A,0.032
f102r2.13,f102r2.18,+P0,1,A,0.018
f102r2.14,f102r2.19,+P0,1,A,0.081
f102r2.15,f102r2.20,+P0,1,A,0.043
f102v2.1,f102v2.17,@P0,1,A,0.074
f102v2.2,f102v2.18,+P0,1,A,0.086
f102v2.3,f102v2.19,+P0,1,A,0.16
f102v2.4,f102v2.20,+P0,1,A,0.014
f102v2.5,f102v2.21,+P0,1,A,0.068
f102v2.6,f102v2.22,+P0,1,A,0.014
f102v2.7,f102v2.23,+P0,1,A,0.094
f102v2.8,f102v2.30,@P0,1,A,0.067
f102v2.9,f102v2.31,+P0,1,A,0.017
f102v2.10,f102v2.32,+P0,1,A,0.056
f102v2.11,f102v2.33,+P0,1,A,0.053
