v101_locus,zl_locus,zl_descriptor,zl_hand,zl_language,distance
f48r.3,f48r.3,+P0,5,B,0.0
f48r.4,f48r.4,+P0,5,B,0.0
f48r.5,f48r.5,+P0,5,B,0.0
f48r.6,f48r.6,+P0,5,B,0.014
f48r.7,f48r.7,+P0,5,B,0.016
f48r.8,f48r.8,+Pr,5,B,0.026
f48r.9,f48r.9,+Pc,5,B,0.043
f48v.1,f48v.1,@P0,5,B,0.0
f48v.2,f48v.2,+P0,5,B,0.015
f48v.3,f48v.3,+P0,5,B,0.015
f48v.4,f48v.4,+P0,5,B,0.048
f48v.5,f48v.5,+P0,5,B,0.0
f48v.6,f48v.6,+P0,5,B,0.016
f48v.7,f48v.7,+P0,5,B,0.074
f48v.8,f48v.8,+P0,5,B,0.015
f48v.9,f48v.9,+P0,5,B,0.015
f48v.10,f48v.10,+P0,5,B,0.014
f48v.11,f48v.11,+P0,5,B,0.024
f49r.1,f49r.1,@P0,1,A,0.038
f49r.2,f49r.2,+P0,1,A,0.022
f49r.3,f49r.3,+P0,1,A,0.0
f49r.4,f49r.4,+P0,1,A,0.074
f49r.5,f49r.5,+P0,1,A,0.038
f49r.6,f49r.6,+P0,1,A,0.034
f49r.7,f49r.7,+P0,1,A,0.037
f49r.8,f49r.8,+P0,1,A,0.037
f49r.9,f49r.9,+P0,1,A,0.036
f49r.10,f49r.10,+P0,1,A,0.038
f49r.11,f49r.11,+P0,1,A,0.0
f49r.12,f49r.12,+P0,1,A,0.0
f49r.13,f49r.13,+P0,1,A,0.1
f49r.14,f49r.14,+P0,1,A,0.031
f49r.15,f49r.15,+P0,1,A,0.031
f49r.16,f49r.16,+P0,1,A,0.0
f49r.17,f49r.17,+P0,1,A,0.0
f49r.18,f49r.18,+P0,1,A,0.026
f49r.19,f49r.19,+P0,1,A,0.0
f49r.20,f49r.20,+P0,1,A,0.03
f49r.21,f49r.21,+P0,1,A,0.0
f49v.1,f49v.2,=P0,1,A,0.1
f49v.2,f49v.4,=P0,1,A,0.08
f49v.3,f49v.6,=P0,1,A,0.111
f49v.4,f49v.8,=P0,1,A,0.087
f49v.5,f49v.10,=P0,1,A,0.087
f49v.6,f49v.12,=P0,1,A,0.091
f49v.7,f49v.14,=P0,1,A,0.091
f49v.8,f49v.16,=P0,1,A,0.12
f49v.9,f49v.18,=P0,1,A,0.136
f49v.10,f49v.20,=P0,1,A,0.125
f49v.11,f49v.22,=P0,1,A,0.08
f49v.12,f49v.24,=P0,1,A,0.118
f49v.13,f49v.26,=P0,1,A,0.075
f49v.14,f49v.28,=P0,1,A,0.044
f49v.15,f49v.30,=P0,1,A,0.062
f49v.16,f49v.32,=P0,1,A,0.061
f49v.17,f49v.34,=P0,1,A,0.08
f49v.18,f49v.36,=P0,1,A,0.061
f49v.19,f49v.38,=P0,1,A,0.057
f49v.20,f49v.40,=P0,1,A,0.067
f49v.21,f49v.42,=P0,1,A,0.059
f49v.22,f49v.44,=P0,1,A,0.038
f49v.23,f49v.46,=P0,1,A,0.163
f49v.24,f49v.48,=P0,1,A,0.087
f49v.25,f49v.50,=P0,1,A,0.067
f49v.26,f49v.52,=P0,1,A,0.083
f50r.1,f50r.1,@P0,2,B,0.032
f50r.2,f50r.2,+P0,2,B,0.0
f50r.3,f50r.3,+P0,2,B,0.016
f50r.4,f50r.4,+P0,2,B,0.035
f50r.5,f50r.5,+P0,2,B,0.0
f50r.6,f50r.6,+P0,2,B,0.017
f50r.7,f50r.7,+P0,2,B,0.0
f50r.8,f50r.8,+P0,2,B,0.054
f50r.9,f50r.9,+P0,2,B,0.044
f50r.10,f50r.10,+P0,2,B,0.03
f50v.1,f50v.1,@P0,2,B,0.0
f50v.2,f50v.2,+P0,2,B,0.016
f50v.3,f50v.3,+P0,2,B,0.0
f50v.4,f50v.4,+P0,2,B,0.017
f50v.5,f50v.5,+P0,2,B,0.033
f50v.6,f50v.6,+P0,2,B,0.033
f50v.7,f50v.7,+P0,2,B,0.017
f50v.8,f50v.8,+P0,2,B,0.033
f50v.9,f50v.9,+P0,2,B,0.0
f50v.10,f50v.10,+P0,2,B,0.023
f50v.11,f50v.11,+P0,2,B,0.0
f51r.1,f51r.1,@P0,1,A,0.0
f51r.2,f51r.2,+P0,1,A,0.0
f51r.3,f51r.3,+P0,1,A,0.0
f51r.4,f51r.4,+P0,1,A,0.029
f51r.5,f51r.5,+P0,1,A,0.057
f51r.6,f51r.6,+P0,1,A,0.028
f51r.7,f51r.7,+P0,1,A,0.061
f51r.8,f51r.8,+P0,1,A,0.0
f51r.9,f51r.9,+P0,1,A,0.0
f51r.10,f51r.10,+P0,1,A,0.0
f51r.11,f51r.11,+P0,1,A,0.048
f51r.12,f51r.12,+P0,1,A,0.0
f51r.13,f51r.13,+P0,1,A,0.044
f51r.14,f51r.14,+P0,1,A,0.024
f51r.15,f51r.15,+P0,1,A,0.031
f51v.1,f51v.1,@P0,1,A,0.021
f51v.2,f51v.2,+P0,1,A,0.0
f51v.3,f51v.3,+P0,1,A,0.0
f51v.4,f51v.4,+P0,1,A,0.041
f51v.5,f51v.5,+P0,1,A,0.02
f51v.6,f51v.6,+P0,1,A,0.039
f51v.7,f51v.7,+P0,1,A,0.0
f51v.8,f51v.8,+P0,1,A,0.212
f51v.9,f51v.9,+P0,1,A,0.0
f51v.10,f51v.10,+P0,1,A,0.0
f51v.11,f51v.11,+P0,1,A,0.0
f51v.12,f51v.12,+P0,1,A,0.0
f51v.13,f51v.13,+P0,1,A,0.0
f52r.1,f52r.1,@P0,1,A,0.017
f52r.2,f52r.2,+P0,1,A,0.021
f52r.3,f52r.3,+P0,1,A,0.0
f52r.4,f52r.4,+P0,1,A,0.043
f52r.5,f52r.5,+P0,1,A,0.0
f52r.6,f52r.6,+P0,1,A,0.0
f52r.7,f52r.7,+P0,1,A,0.058
f52r.8,f52r.8,+P0,1,A,0.024
f52v.1,f52v.1,@P0,1,A,0.042
f52v.2,f52v.2,+P0,1,A,0.043
f52v.3,f52v.3,+P0,1,A,0.0
f52v.4,f52v.4,+P0,1,A,0.0
f52v.5,f52v.5,+P0,1,A,0.088
f52v.6,f52v.6,+P0,1,A,0.0
f52v.7,f52v.7,+P0,1,A,0.0
f52v.8,f52v.8,+P0,1,A,0.0
f52v.9,f52v.9,+P0,1,A,0.033
f52v.10,f52v.10,+P0,1,A,0.034
f52v.11,f52v.11,+P0,1,A,0.0
f52v.12,f52v.12,+P0,1,A,0.0
f52v.13,f52v.13,+P0,1,A,0.077
f52v.14,f52v.14,+P0,1,A,0.0
f53r.1,f53r.1,@P0,1,A,0.0
f53r.2,f53r.2,+P0,1,A,0.091
f53r.3,f53r.3,+P0,1,A,0.111
f53r.4,f53r.4,+P0,1,A,0.0
f53r.5,f53r.5,+P0,1,A,0.0
f53r.6,f53r.6,+P0,1,A,0.019
f53r.7,f53r.7,+P0,1,A,0.041
f53r.8,f53r.8,+P0,1,A,0.102
f53r.9,f53r.9,+P0,1,A,0.028
f53v.1,f53v.1,@P0,1,A,0.022
f53v.2,f53v.2,+P0,1,A,0.023
f53v.3,f53v.3,+P0,1,A,0.051
f53v.4,f53v.4,+P0,1,A,0.0
f53v.5,f53v.5,+P0,1,A,0.0
f53v.6,f53v.6,+P0,1,A,0.0
f53v.7,f53v.7,+P0,1,A,0.024
f53v.8,f53v.8,+P0,1,A,0.0
f53v.9,f53v.9,+P0,1,A,0.045
f53v.10,f53v.10,+P0,1,A,0.0
f53v.11,f53v.11,+P0,1,A,0.0
f53v.12,f53v.12,+P0,1,A,0.04
f53v.13,f53v.13,+P0,1,A,0.0
f54r.1,f54r.1,@P0,1,A,0.0
f54r.2,f54r.2,+P0,1,A,0.043
f54r.3,f54r.3,+P0,1,A,0.043
f54r.4,f54r.4,+P0,1,A,0.023
f54r.5,f54r.5,+P0,1,A,0.0
f54r.6,f54r.6,+P0,1,A,0.115
f54r.7,f54r.7,+P0,1,A,0.0
f54r.8,f54r.8,+P0,1,A,0.02
f54r.9,f54r.9,+P0,1,A,0.019
f54r.10,f54r.10,+P0,1,A,0.0
f54r.11,f54r.11,+P0,1,A,0.089
f54r.12,f54r.12,+P0,1,A,0.0
f54v.1,f54v.1,@P0,1,A,0.0
f54v.2,f54v.2,+P0,1,A,0.0
f54v.3,f54v.3,+P0,1,A,0.0
f54v.4,f54v.4,+P0,1,A,0.024
f54v.5,f54v.5,+P0,1,A,0.0
f54v.6,f54v.6,+P0,1,A,0.118
f54v.7,f54v.7,+P0,1,A,0.0
f54v.8,f54v.8,+P0,1,A,0.0
f54v.9,f54v.9,+P0,1,A,0.0
f54v.10,f54v.10,+P0,1,A,0.029
f54v.11,f54v.11,+P0,1,A,0.0
f54v.12,f54v.12,+P0,1,A,0.0
f54v.13,f54v.13,+P0,1,A,0.056
f54v.14,f54v.14,+P0,1,A,0.0
f54v.15,f54v.15,+P0,1,A,0.0
f54v.16,f54v.16,+P0,1,A,0.0
f55r.1,f55r.1,@P0,2,B,0.036
f55r.2,f55r.2,+P0,2,B,0.019
f55r.3,f55r.3,+P0,2,B,0.0
f55r.4,f55r.4,+P0,2,B,0.036
f55r.5,f55r.5,+P0,2,B,0.036
f55r.6,f55r.6,+P0,2,B,0.132
f55r.7,f55r.7,+P0,2,B,0.036
f55r.8,f55r.8,+P0,2,B,0.074
f55r.9,f55r.9,+P0,2,B,0.019
f55r.10,f55r.10,+P0,2,B,0.111
f55r.11,f55r.11,+P0,2,B,0.038
f55r.12,f55r.12,+P0,2,B,0.0
f55r.13,f55r.13,+P0,2,B,0.0
f55v.1,f55v.1,@P0,2,B,0.0
f55v.2,f55v.2,+P0,2,B,0.024
f55v.3,f55v.3,+P0,2,B,0.021
f55v.4,f55v.4,+P0,2,B,0.042
f55v.5,f55v.5,+P0,2,B,0.0
f55v.6,f55v.6,+P0,2,B,0.0
f55v.7,f55v.7,+P0,2,B,0.056
f55v.8,f55v.8,+P0,2,B,0.143
f55v.9,f55v.9,+P0,2,B,0.0
f55v.10,f55v.10,+P0,2,B,0.019
f55v.11,f55v.11,+P0,2,B,0.019
f55v.12,f55v.12,+P0,2,B,0.0
f56r.1,f56r.1,@P0,1,A,0.193
f56r.2,f56r.2,+P0,1,A,0.059
f56r.3,f56r.3,+P0,1,A,0.021
f56r.4,f56r.4,+P0,1,A,0.025
f56r.5,f56r.5,+P0,1,A,0.038
f56r.6,f56r.6,+P0,1,A,0.0
f56r.7,f56r.7,+P0,1,A,0.0
f56r.8,f56r.8,+P0,1,A,0.0
f56r.9,f56r.9,+P0,1,A,0.031
f56r.10,f56r.10,+P0,1,A,0.056
f56r.11,f56r.11,+P0,1,A,0.057
f56r.12,f56r.12,+P0,1,A,0.0
f56r.13,f56r.13,+P0,1,A,0.0
f56r.14,f56r.14,+P0,1,A,0.0
f56r.15,f56r.15,+P0,1,A,0.05
f56r.16,f56r.16,+P0,1,A,0.065
f56r.17,f56r.17,+P0,1,A,0.0
f56r.18,f56r.18,+P0,1,A,0.0
f56r.19,f56r.19,+P0,1,A,0.0
f56v.1,f56v.1,@P0,1,A,0.022
f56v.2,f56v.2,+P0,1,A,0.0
f56v.3,f56v.3,+P0,1,A,0.0
f56v.4,f56v.4,+P0,1,A,0.062
f56v.5,f56v.5,+P0,1,A,0.0
f56v.6,f56v.6,+P0,1,A,0.0
f56v.7,f56v.7,+P0,1,A,0.0
f56v.8,f56v.8,+P0,1,A,0.0
f56v.9,f56v.9,+P0,1,A,0.032
f56v.10,f56v.10,+P0,1,A,0.03
f56v.11,f56v.11,+P0,1,A,0.0
f56v.12,f56v.12,+P0,1,A,0.094
f56v.13,f56v.13,+P0,1,A,0.0
f56v.14,f56v.14,+P0,1,A,0.0
f56v.15,f56v.15,+P0,1,A,0.0
f56v.16,f56v.16,+P0,1,A,0.0
f57r.1,f57r.1,@P0,5,B,0.017
f57r.2,f57r.2,+P0,5,B,0.078
f57r.3,f57r.3,+P0,5,B,0.094
f57r.4,f57r.4,+P0,5,B,0.048
f57r.5,f57r.5,+P0,5,B,0.091
f57r.6,f57r.6,+P0,5,B,0.05
f57r.7,f57r.7,+P0,5,B,0.057
f57r.8,f57r.8,+P0,5,B,0.08
f57r.9,f57r.9,+P0,5,B,0.033
f57r.10,f57r.10,+P0,5,B,0.041
f57r.11,f57r.11,+P0,5,B,0.19
f58r.1,f58r.1,@P0,3,A,0.035
f58r.2,f58r.2,+P0,3,A,0.02
f58r.3,f58r.3,+P0,3,A,0.041
f58r.4,f58r.4,+P0,3,A,0.1
f58r.5,f58r.5,+P0,3,A,0.017
f58r.6,f58r.6,+P0,3,A,0.018
f58r.7,f58r.7,+P0,3,A,0.0
f58r.8,f58r.8,+P0,3,A,0.0
f58r.9,f58r.9,+P0,3,A,0.033
f58r.10,f58r.10,+P0,3,A,0.017
f58r.11,f58r.11,+P0,3,A,0.057
f58r.12,f58r.12,+P0,3,A,0.0
f58r.13,f58r.13,+P0,3,A,0.0
f58r.14,f58r.14,+P0,3,A,0.017
f58r.15,f58r.15,+P0,3,A,0.029
f58r.16,f58r.16,+P0,3,A,0.016
f58r.17,f58r.17,+P0,3,A,0.016
f58r.18,f58r.18,+P0,3,A,0.0
f58r.19,f58r.19,+P0,3,A,0.017
f58r.20,f58r.20,+P0,3,A,0.048
f58r.21,f58r.21,+P0,3,A,0.0
f58r.22,f58r.22,+P0,3,A,0.017
f58r.23,f58r.23,+P0,3,A,0.052
f58r.24,f58r.24,+P0,3,A,0.077
f58r.25,f58r.25,+P0,3,A,0.0
f58r.26,f58r.26,+P0,3,A,0.0
f58r.27,f58r.27,+P0,3,A,0.016
f58r.28,f58r.28,+P0,3,A,0.0
f58r.29,f58r.29,+P0,3,A,0.032
f58r.30,f58r.30,+P0,3,A,0.0
f58r.31,f58r.31,+P0,3,A,0.051
f58r.32,f58r.32,+P0,3,A,0.0
f58r.33,f58r.33,+P0,3,A,0.055
f58r.34,f58r.34,+P0,3,A,0.057
f58r.35,f58r.35,+P0,3,A,0.038
f58r.36,f58r.36,+P0,3,A,0.0
f58r.37,f58r.37,+P0,3,A,0.017
f58r.38,f58r.38,+P0,3,A,0.019
f58r.39,f58r.39,+P0,3,A,0.036
f58r.40,f58r.40,+P0,3,A,0.036
f58r.41,f58r.41,+P0,3,A,0.056
f58v.1,f58v.1,@P0,3,A,0.0
f58v.2,f58v.2,+P0,3,A,0.046
f58v.3,f58v.3,+P0,3,A,0.25
f58v.4,f58v.4,+P0,3,A,0.016
f58v.5,f58v.5,+P0,3,A,0.033
f58v.6,f58v.6,+P0,3,A,0.016
f58v.7,f58v.7,+P0,3,A,0.0
f58v.8,f58v.8,+P0,3,A,0.0
f58v.9,f58v.9,+P0,3,A,0.016
f58v.10,f58v.10,+P0,3,A,0.017
f58v.11,f58v.11,+P0,3,A,0.0
f58v.12,f58v.12,+P0,3,A,0.0
f58v.13,f58v.13,+P0,3,A,0.073
f58v.14,f58v.14,+P0,3,A,0.035
f58v.15,f58v.15,+P0,3,A,0.018
f58v.16,f58v.16,+P0,3,A,0.053
f58v.17,f58v.17,+P0,3,A,0.052
f58v.18,f58v.18,+P0,3,A,0.0
f58v.19,f58v.19,+P0,3,A,0.0
f58v.20,f58v.20,+P0,3,A,0.034
f58v.21,f58v.21,+P0,3,A,0.091
f58v.22,f58v.22,+Pc,3,A,0.0
f58v.23,f58v.23,*P0,3,A,0.0
f58v.24,f58v.24,+P0,3,A,0.016
f58v.25,f58v.25,+P0,3,A,0.017
f58v.26,f58v.26,+P0,3,A,0.017
f58v.27,f58v.27,+P0,3,A,0.016
f58v.28,f58v.28,+P0,3,A,0.0
f58v.29,f58v.29,+P0,3,A,0.052
f58v.30,f58v.30,+P0,3,A,0.054
f58v.31,f58v.31,+P0,3,A,0.018
f58v.32,f58v.32,+P0,3,A,0.036
f58v.33,f58v.33,+P0,3,A,0.056
f58v.34,f58v.34,+P0,3,A,0.036
f58v.35,f58v.35,+P0,3,A,0.017
f58v.36,f58v.36,+P0,3,A,0.0
f58v.37,f58v.37,+P0,3,A,0.0
f58v.38,f58v.38,+P0,3,A,0.0
f58v.39,f58v.39,+P0,3,A,0.029
f65r.1,f65r.1,@Lp,3,,0.0
f65v.1,f65v.1,@P0,3,,0.0
f65v.2,f65v.2,+P0,3,,0.022
f65v.3,f65v.3,+P0,3,,0.0
f65v.4,f65v.4,+P0,3,,0.023
f65v.5,f65v.5,+P0,3,,0.0
f65v.6,f65v.6,+P0,3,,0.093
f66r.1,f66r.50,@P0,5,B,0.016
f66r.2,f66r.51,+P0,5,B,0.0
f66r.3,f66r.52,+P0,5,B,0.016
f66r.4,f66r.53,+P0,5,B,0.063
f66r.5,f66r.54,+P0,5,B,0.033
f66r.6,f66r.55,+P0,5,B,0.0
f66r.7,f66r.56,+P0,5,B,0.0
f66r.8,f66r.57,+P0,5,B,0.034
f66r.9,f66r.58,+P0,5,B,0.05
f66r.10,f66r.59,+P0,5,B,0.048
f66r.11,f66r.60,+P0,5,B,0.016
f66r.12,f66r.61,+P0,5,B,0.0
f66r.13,f66r.62,+P0,5,B,0.049
f66r.14,f66r.63,+P0,5,B,0.016
f66r.15,f66r.64,+P0,5,B,0.032
f66r.16,f66r.65,+P0,5,B,0.017
f66r.17,f66r.66,+P0,5,B,0.0
f66r.18,f66r.67,+P0,5,B,0.033
f66r.19,f66r.68,+P0,5,B,0.016
f66r.20,f66r.69,+P0,5,B,0.0
f66r.21,f66r.70,+P0,5,B,0.0
f66r.22,f66r.71,+P0,5,B,0.016
f66r.23,f66r.72,+P0,5,B,0.016
f66r.24,f66r.73,+P0,5,B,0.0
f66r.25,f66r.74,+P0,5,B,0.016
f66r.26,f66r.75,+P0,5,B,0.0
f66r.27,f66r.76,+P0,5,B,0.0
f66r.28,f66r.77,+P0,5,B,0.0
f66r.29,f66r.78,+P0,5,B,0.018
f66r.30,f66r.79,+P0,5,B,0.018
f66r.31,f66r.80,+P0,5,B,0.0
f66r.32,f66r.81,+P0,5,B,0.029
f66v.1,f66v.1,@P0,5,B,0.073
f66v.2,f66v.2,+P0,5,B,0.0
f66v.3,f66v.3,+P0,5,B,0.074
f66v.4,f66v.4,+P0,5,B,0.051
f66v.5,f66v.5,+P0,5,B,0.0
f66v.6,f66v.6,+P0,5,B,0.0
f66v.7,f66v.7,+P0,5,B,0.0
f66v.8,f66v.8,+P0,5,B,0.038
f66v.9,f66v.9,+P0,5,B,0.0
f66v.10,f66v.10,+P0,5,B,0.14
f66v.11,f66v.11,+P0,5,B,0.054
f66v.12,f66v.12,+P0,5,B,0.053
f66v.13,f66v.13,+P0,5,B,0.0
f67r1.1,f67r1.1,@P0,4,,0.0
f67r1.2,f67r1.2,+P0,4,,0.036
f67r1.3,f67r1.3,+P0,4,,0.018
f67r1.4,f67r1.4,+P0,4,,0.04
f67r2.1,f67r2.72,@P0,4,,0.04
f67r2.2,f67r2.73,+P0,4,,0.062
f67r2.3,f67r2.74,+P0,4,,0.053
f68r1.1,f68r1.1,@P0,4,,0.0
f68r1.2,f68r1.2,+P0,4,,0.015
f68r1.3,f68r1.3,+P0,4,,0.061
f68r1.4,f68r1.4,+P0,4,,0.154
f68r2.1,f68r2.1,@P0,4,,0.0
f68r2.2,f68r2.2,+P0,4,,0.018
f68r2.3,f68r2.3,+P0,4,,0.0
f68r2.4,f68r2.4,+P0,4,,0.0
f68r2.5,f68r2.5,+P0,4,,0.0
f68v3.1,f68v3.1,@P0,4,,0.0
f68v3.2,f68v3.2,+P0,4,,0.0
f68v3.3,f68v3.3,+P0,4,,0.046
f68v3.4,f68v3.4,+P0,4,,0.05
f68v2.1,f68v2.1,@P0,4,,0.0
f68v2.2,f68v2.2,+P0,4,,0.018
f68v2.3,f68v2.3,+P0,4,,0.018
f68v2.4,f68v2.4,+P0,4,,0.018
f68v2.5,f68v2.5,+P0,4,,0.078
f69r.1,f69r.1,@P0,4,,0.018
f69r.2,f69r.2,+P0,4,,0.0
f69r.3,f69r.3,+P0,4,,0.107
f69r.4,f69r.4,+P0,4,,0.043
f70r2.1,f70r2.1,@P1,4,,0.041
f70r2.2,f70r2.2,+P1,4,,0.089
f70r2.3,f70r2.3,+P1,4,,0.085
f70r2.4,f70r2.4,+P1,4,,0.022
f70r2.5,f70r2.5,+P1,4,,0.07
f70r2.6,f70r2.6,+P1,4,,0.077
f70r2.7,f70r2.7,+P1,4,,0.051
f70r2.8,f70r2.8,+P1,4,,0.061
f70r2.9,f70r2.9,+P1,4,,0.118
f70r2.10,f70r2.10,+P1,4,,0.091
f70r2.11,f70r2.11,+P1,4,,0.032
f70r2.12,f70r2.12,+P1,4,,0.0
f70r2.13,f70r2.13,+P1,4,,0.0
f70r2.14,f70r2.14,+P1,4,,0.043
f75r.1,f75r.1,@P0,2,B,0.022
f75r.2,f75r.2,+P0,2,B,0.02
f75r.3,f75r.3,+P0,2,B,0.0
f75r.4,f75r.4,+P0,2,B,0.058
f75r.5,f75r.5,+P0,2,B,0.041
f75r.6,f75r.6,+P0,2,B,0.019
f75r.7,f75r.7,+P0,2,B,0.0
f75r.8,f75r.8,+P0,2,B,0.0
f75r.9,f75r.9,+P0,2,B,0.035
f75r.10,f75r.10,+P0,2,B,0.0
f75r.11,f75r.11,+P0,2,B,0.035
f75r.12,f75r.12,+P0,2,B,0.018
f75r.13,f75r.13,+P0,2,B,0.0
f75r.14,f75r.14,+P0,2,B,0.032
f75r.15,f75r.15,+P0,2,B,0.0
f75r.16,f75r.16,+P0,2,B,0.018
f75r.17,f75r.17,+P0,2,B,0.0
f75r.18,f75r.18,+P0,2,B,0.047
f75r.19,f75r.19,+P0,2,B,0.023
f75r.20,f75r.20,+P0,2,B,0.045
f75r.21,f75r.21,+P0,2,B,0.0
f75r.22,f75r.22,+P0,2,B,0.023
f75r.23,f75r.23,+P0,2,B,0.022
f75r.24,f75r.24,+P0,2,B,0.024
f75r.25,f75r.25,+P0,2,B,0.0
f75r.26,f75r.26,+P0,2,B,0.029
f75r.27,f75r.27,+P0,2,B,0.017
f75r.28,f75r.28,+P0,2,B,0.014
f75r.29,f75r.29,+P0,2,B,0.014
f75r.30,f75r.30,+P0,2,B,0.014
f75r.31,f75r.31,+P0,2,B,0.018
f75r.32,f75r.32,+P0,2,B,0.018
f75r.33,f75r.33,+P0,2,B,0.019
f75r.34,f75r.34,+P0,2,B,0.022
f75r.35,f75r.35,+P0,2,B,0.0
f75r.36,f75r.36,+P0,2,B,0.068
f75r.37,f75r.37,+P0,2,B,0.0
f75r.38,f75r.38,+P0,2,B,0.0
f75r.39,f75r.39,+P0,2,B,0.0
f75r.40,f75r.40,+P0,2,B,0.025
f75r.41,f75r.41,+P0,2,B,0.0
f75r.42,f75r.42,+P0,2,B,0.0
f75r.43,f75r.43,+P0,2,B,0.0
f75r.44,f75r.44,+P0,2,B,0.0
f75r.45,f75r.45,+P0,2,B,0.016
f75r.46,f75r.46,+P0,2,B,0.038
f75v.1,f75v.1,@P0,2,B,0.032
f75v.2,f75v.3,*P0,2,B,0.016
f75v.3,f75v.5,*P0,2,B,0.015
f75v.4,f75v.7,*P0,2,B,0.0
f75v.5,f75v.10,*P0,2,B,0.03
f75v.6,f75v.12,*P0,2,B,0.031
f75v.7,f75v.13,+P0,2,B,0.03
f75v.8,f75v.14,+P0,2,B,0.016
f75v.9,f75v.15,+P0,2,B,0.016
f75v.10,f75v.16,+P0,2,B,0.032
f75v.11,f75v.17,+P0,2,B,0.0
f75v.12,f75v.38,@P0,2,B,0.0
f75v.13,f75v.39,+P0,2,B,0.014
f75v.14,f75v.40,+P0,2,B,0.0
f75v.15,f75v.41,+P0,2,B,0.014
f75v.16,f75v.42,+P0,2,B,0.053
f75v.17,f75v.43,+P0,2,B,0.029
f75v.18,f75v.44,+P0,2,B,0.014
f75v.19,f75v.45,+P0,2,B,0.028
f75v.20,f75v.46,+P0,2,B,0.0
f75v.21,f75v.47,+P0,2,B,0.015
f75v.22,f75v.48,+P0,2,B,0.0
f75v.23,f75v.49,+P0,2,B,0.026
f75v.24,f75v.60,@P1,2,B,0.0
f75v.25,f75v.61,+P1,2,B,0.108
f75v.26,f75v.62,+P1,2,B,0.0
f75v.27,f75v.63,+P1,2,B,0.031
f75v.28,f75v.64,+P1,2,B,0.036
f75v.29,f75v.65,+P1,2,B,0.036
f75v.30,f75v.66,+P1,2,B,0.103
f75v.31,f75v.67,+P1,2,B,0.0
f75v.32,f75v.68,+P1,2,B,0.033
f75v.33,f75v.69,+P1,2,B,0.0
f75v.34,f75v.70,+P1,2,B,0.042
f76r.1,f76r.1,@P0,2,B,0.027
f76r.2,f76r.2,+P0,2,B,0.027
f76r.3,f76r.3,+P0,2,B,0.0
f76r.4,f76r.5,=P0,2,B,0.014
f76r.5,f76r.6,+P0,2,B,0.013
f76r.6,f76r.8,=P0,2,B,0.0
f76r.7,f76r.9,+P0,2,B,0.066
f76r.8,f76r.11,=P0,2,B,0.014
f76r.9,f76r.12,+P0,2,B,0.027
f76r.10,f76r.13,+P0,2,B,0.013
f76r.11,f76r.15,=P0,2,B,0.0
f76r.12,f76r.16,+P0,2,B,0.027
f76r.13,f76r.17,+P0,2,B,0.014
f76r.14,f76r.19,=P0,2,B,0.013
f76r.15,f76r.20,+P0,2,B,0.0
f76r.16,f76r.21,+P0,2,B,0.015
f76r.17,f76r.23,=P0,2,B,0.013
f76r.18,f76r.24,+P0,2,B,0.051
f76r.19,f76r.25,+P0,2,B,0.05
f76r.20,f76r.26,+P0,2,B,0.026
f76r.21,f76r.28,=P0,2,B,0.0
f76r.22,f76r.29,+P0,2,B,0.041
f76r.23,f76r.30,+P0,2,B,0.0
f76r.24,f76r.32,=P0,2,B,0.013
f76r.25,f76r.33,+P0,2,B,0.026
f76r.26,f76r.34,+P0,2,B,0.027
f76r.27,f76r.35,+P0,2,B,0.014
f76r.28,f76r.36,+P0,2,B,0.014
f76r.29,f76r.38,=P0,2,B,0.0
f76r.30,f76r.39,+P0,2,B,0.014
f76r.31,f76r.40,+P0,2,B,0.013
f76r.32,f76r.41,+P0,2,B,0.013
f76r.33,f76r.42,+P0,2,B,0.014
f76r.34,f76r.43,+P0,2,B,0.0
f76r.35,f76r.44,+P0,2,B,0.0
f76r.36,f76r.45,+P0,2,B,0.046
f76r.37,f76r.46,+P0,2,B,0.033
f76r.38,f76r.47,+P0,2,B,0.0
f76r.39,f76r.48,+P0,2,B,0.016
f76r.40,f76r.49,+P0,2,B,0.018
f76r.41,f76r.50,+P0,2,B,0.1
f76r.42,f76r.51,+P0,2,B,0.0
f76r.43,f76r.52,+P0,2,B,0.016
f76r.44,f76r.53,+P0,2,B,0.016
f76r.45,f76r.54,+P0,2,B,0.032
f76r.46,f76r.55,+P0,2,B,0.034
f76r.47,f76r.56,+P0,2,B,0.0
f76v.1,f76v.1,@P0,2,B,0.059
f76v.2,f76v.2,+P0,2,B,0.042
f76v.3,f76v.3,+P0,2,B,0.0
f76v.4,f76v.4,+P0,2,B,0.015
f76v.5,f76v.5,+P0,2,B,0.016
f76v.6,f76v.6,+P0,2,B,0.015
f76v.7,f76v.7,+P0,2,B,0.0
f76v.8,f76v.8,+P0,2,B,0.087
f76v.9,f76v.9,+P0,2,B,0.0
f76v.10,f76v.10,+P0,2,B,0.015
f76v.11,f76v.11,+P0,2,B,0.0
f76v.12,f76v.12,+P0,2,B,0.0
f76v.13,f76v.13,+P0,2,B,0.014
f76v.14,f76v.14,+P0,2,B,0.0
f76v.15,f76v.15,+P0,2,B,0.0
f76v.16,f76v.16,+P0,2,B,0.0
f76v.17,f76v.17,+P0,2,B,0.029
f76v.18,f76v.18,+P0,2,B,0.015
f76v.19,f76v.19,+P0,2,B,0.045
f76v.20,f76v.20,+P0,2,B,0.068
f76v.21,f76v.21,+P0,2,B,0.058
